horas_trabajo_totales,horas_visual,area,ciudad,etnia,condicion_actividad,empleo,desempleo,empleo_adecuado,personas_hogar,genero,edad,seguro,estado_civil,asiste_a_clases,nivel_educativo,rama_instruccion,como_busca_empleo,razon_dejo_trabajo,ocupacion_actual,tiempo_experiencia,ingreso_laboral,ingreso_per_capita
,0.0,2,Machachi,No hay dato,9.0,,,,,1,16.0,6.0,Soltero(a),Si,7.0,Educación,No realizó ninguna gestión,,,,,348.0
40.0,40.0,2,Machachi,No hay dato,4.0,1.0,,,,2,45.0,6.0,Soltero(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,20.0,320.0,160.0
40.0,40.0,2,Machachi,No hay dato,5.0,1.0,,,,2,43.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,25.0,,160.0
30.0,30.0,2,Machachi,No hay dato,4.0,1.0,,,,1,75.0,6.0,Casado(a),No,4.0,Humanidades y Artes,,,Cuenta Propia,20.0,405.0,368.3333333333333
20.0,20.0,2,Machachi,No hay dato,5.0,1.0,,,,2,72.0,6.0,Casado(a),No,1.0,Sin dato,,,Trabajador del hogar no remunerado,40.0,,368.3333333333333
30.0,30.0,2,Machachi,No hay dato,5.0,1.0,,,,2,35.0,6.0,Soltero(a),No,4.0,Ciencias,,,Trabajador del hogar no remunerado,15.0,,368.3333333333333
50.0,50.0,2,Machachi,No hay dato,1.0,1.0,,1.0,,1,63.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,20.0,1135.0,770.0
30.0,30.0,2,Machachi,No hay dato,4.0,1.0,,,,2,62.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,40.0,405.0,770.0
14.0,14.0,2,Machachi,No hay dato,4.0,1.0,,,,1,65.0,6.0,Casado(a),No,4.0,Ciencias,,,Cuenta Propia,53.0,140.0,880.0
,0.0,2,Machachi,No hay dato,9.0,,,,,2,68.0,6.0,Casado(a),No,1.0,Sin dato,No realizó ninguna gestión,,,,,880.0
40.0,40.0,2,Machachi,No hay dato,4.0,1.0,,,,1,60.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,1.0,430.0,457.0
24.0,24.0,2,Machachi,No hay dato,5.0,1.0,,,,2,51.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,33.0,,457.0
40.0,40.0,2,Machachi,No hay dato,1.0,1.0,,1.0,,2,29.0,6.0,Soltero(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,5.0,1028.0,457.0
,0.0,2,Machachi,No hay dato,9.0,,,,,2,18.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,457.0
40.0,40.0,2,Machachi,No hay dato,1.0,1.0,,1.0,,1,63.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,5.0,943.0,471.5
,0.0,2,Machachi,No hay dato,9.0,,,,,2,61.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,471.5
40.0,40.0,1,Tabacundo,No hay dato,2.0,1.0,,,,1,52.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,15.0,260.0,102.5
24.0,24.0,1,Tabacundo,No hay dato,2.0,1.0,,,,2,53.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,5.0,150.0,102.5
,0.0,1,Tabacundo,No hay dato,9.0,,,,,2,23.0,6.0,Soltero(a),Si,9.0,Ciencias,No realizó ninguna gestión,,,,,102.5
,0.0,1,Tabacundo,No hay dato,9.0,,,,,1,18.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,102.5
30.0,30.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,1,47.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,,,Patrono,4.0,500.0,490.0
30.0,30.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,2,25.0,6.0,Soltero(a),No,10.0,Humanidades y Artes,,,Cuenta Propia,2.0,480.0,490.0
40.0,40.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,2,47.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Empleado privado,30.0,1045.0,294.8333333333333
40.0,40.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,1,43.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,500.0,294.8333333333333
,0.0,1,Tabacundo,No hay dato,9.0,,,,,2,27.0,6.0,Soltero(a),Si,10.0,Educación,No realizó ninguna gestión,,,,,294.8333333333333
20.0,20.0,1,Tabacundo,No hay dato,4.0,1.0,,,,1,24.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,1.0,210.0,294.8333333333333
,0.0,1,Tabacundo,No hay dato,0.0,,,,,1,12.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,294.8333333333333
,0.0,1,Tabacundo,No hay dato,0.0,,,,,2,7.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,294.8333333333333
12.0,12.0,1,Tabacundo,No hay dato,4.0,1.0,,,,1,66.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,40.0,35.0,917.5
10.0,10.0,1,Tabacundo,No hay dato,5.0,1.0,,,,2,59.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Trabajador del hogar no remunerado,35.0,,917.5
40.0,40.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,1,45.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Empleado privado,3.0,1095.0,559.2
40.0,40.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,2,43.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Empleado privado,5.0,1095.0,559.2
25.0,25.0,1,Tabacundo,No hay dato,2.0,1.0,,,,1,25.0,6.0,Soltero(a),No,5.0,Salud y Bienestar,,,Empleado privado,5.0,300.0,559.2
20.0,20.0,1,Tabacundo,No hay dato,2.0,1.0,,,,1,19.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,0.0,210.0,559.2
,0.0,1,Tabacundo,No hay dato,0.0,,,,,1,5.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,559.2
,0.0,1,Tabacundo,No hay dato,9.0,,,,,2,66.0,6.0,Divorciado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,75.0
,0.0,1,Tabacundo,No hay dato,9.0,,,,,2,47.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,75.0
40.0,40.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,2,48.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,18.0,1378.0,474.75
40.0,40.0,1,Tabacundo,No hay dato,1.0,1.0,,1.0,,1,29.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,0.0,515.0,474.75
,0.0,1,Tabacundo,No hay dato,9.0,,,,,2,26.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,474.75
,0.0,1,Tabacundo,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,474.75
60.0,60.0,1,La esperanza,No hay dato,1.0,1.0,,1.0,,1,51.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,25.0,1095.0,465.0
,0.0,1,La esperanza,No hay dato,9.0,,,,,2,38.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,465.0
30.0,30.0,1,La esperanza,No hay dato,2.0,1.0,,,,2,24.0,6.0,Soltero(a),No,9.0,Ciencias,,,Cuenta Propia,2.0,300.0,465.0
40.0,40.0,1,La esperanza,No hay dato,1.0,1.0,,1.0,,1,46.0,6.0,Viudo(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,500.0,175.0
,0.0,1,La esperanza,No hay dato,7.0,,Población con desempleo,,,2,20.0,6.0,Soltero(a),Si,8.0,Educación,Hablar con amigos o parientes,Terminación contrato,Empleado privado,,,175.0
,0.0,1,La esperanza,No hay dato,9.0,,,,,1,19.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,175.0
,0.0,1,La esperanza,No hay dato,0.0,,,,,2,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,175.0
40.0,40.0,1,La esperanza,No hay dato,4.0,1.0,,,,1,52.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,170.0,170.0
40.0,40.0,1,La esperanza,No hay dato,3.0,1.0,,,,2,47.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,15.0,70.0,23.333333333333332
,0.0,1,La esperanza,No hay dato,7.0,,Población con desempleo,,,1,37.0,6.0,Unión libre,Si,8.0,"Cs. Sociales, Comercio y Derecho",Enviar hoja de vida,Terminación contrato,Empleado de gobierno,,,23.333333333333332
,0.0,1,La esperanza,No hay dato,0.0,,,,,2,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,23.333333333333332
,0.0,1,La esperanza,No hay dato,9.0,,,,,1,75.0,6.0,Divorciado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,720.0
40.0,40.0,1,La esperanza,No hay dato,4.0,1.0,,,,1,43.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,1.0,320.0,106.25
40.0,40.0,1,La esperanza,No hay dato,5.0,1.0,,,,2,46.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",,,Trabajador del hogar no remunerado,1.0,,106.25
,0.0,1,La esperanza,No hay dato,9.0,,,,,2,23.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,106.25
17.0,17.0,1,La esperanza,No hay dato,2.0,1.0,,,,2,24.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,0.0,470.0,106.25
,0.0,1,La esperanza,No hay dato,9.0,,,,,2,19.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,106.25
,0.0,1,La esperanza,No hay dato,9.0,,,,,2,15.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,106.25
,0.0,1,La esperanza,No hay dato,0.0,,,,,2,11.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,106.25
,0.0,1,La esperanza,No hay dato,0.0,,,,,1,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,106.25
40.0,40.0,1,La esperanza,No hay dato,1.0,1.0,,1.0,,1,54.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,25.0,540.0,148.75
,0.0,1,La esperanza,No hay dato,7.0,,Población con desempleo,,,2,42.0,6.0,Casado(a),No,4.0,Ciencias,Enviar hoja de vida,,,,,148.75
,0.0,1,La esperanza,No hay dato,9.0,,,,,2,25.0,6.0,Soltero(a),Si,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,148.75
,0.0,1,La esperanza,No hay dato,0.0,,,,,2,7.0,6.0,,Si,5.0,Humanidades y Artes,No realizó ninguna gestión,,,,,148.75
45.0,45.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,2,31.0,6.0,Unión libre,No,6.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,12.0,1112.0,544.75
45.0,45.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,1,39.0,6.0,Unión libre,No,4.0,Agricultura y Veterinaria,,,Empleado privado,15.0,1056.0,544.75
,0.0,2,Tupigachi,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,544.75
,0.0,2,Tupigachi,No hay dato,0.0,,,,,2,6.0,6.0,,Si,5.0,Educación,No realizó ninguna gestión,,,,,544.75
,0.0,2,Tupigachi,No hay dato,9.0,,,,,2,84.0,6.0,Viudo(a),No,6.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,400.0
30.0,30.0,2,Tupigachi,No hay dato,2.0,1.0,,,,1,27.0,6.0,Soltero(a),No,9.0,Ciencias,,,Empleado privado,3.0,470.0,400.0
40.0,40.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,1,27.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,3.0,470.0,155.0
,0.0,2,Tupigachi,No hay dato,9.0,,,,,2,36.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,155.0
,0.0,2,Tupigachi,No hay dato,0.0,,,,,1,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,155.0
,0.0,2,Tupigachi,No hay dato,9.0,,,,,2,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,155.0
48.0,48.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,1,53.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,6.0,2400.0,835.0
48.0,48.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,2,49.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,12.0,940.0,835.0
,0.0,2,Tupigachi,No hay dato,9.0,,,,,2,23.0,6.0,Soltero(a),No,9.0,Ciencias,No realizó ninguna gestión,,,,,835.0
,0.0,2,Tupigachi,No hay dato,9.0,,,,,1,19.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,835.0
40.0,40.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,1,52.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,20.0,480.0,660.0
40.0,40.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,2,47.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,15.0,940.0,660.0
40.0,40.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,2,26.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,3.0,940.0,660.0
40.0,40.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,1,26.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,7.0,940.0,660.0
,0.0,2,Tupigachi,No hay dato,0.0,,,,,2,10.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,660.0
,0.0,2,Tupigachi,No hay dato,9.0,,,,,2,65.0,6.0,Casado(a),No,4.0,Educación,No realizó ninguna gestión,,,,,313.3333333333333
20.0,20.0,2,Tupigachi,No hay dato,4.0,1.0,,,,1,63.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Jornalero o peón,50.0,0.0,313.3333333333333
40.0,40.0,2,Tupigachi,No hay dato,1.0,1.0,,1.0,,2,42.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,17.0,940.0,313.3333333333333
,0.0,2,Tupigachi,No hay dato,9.0,,,,,1,65.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,238.0
20.0,20.0,2,Tupigachi,No hay dato,4.0,1.0,,,,2,59.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,3.0,80.0,238.0
40.0,40.0,2,Tupigachi,No hay dato,4.0,1.0,,,,2,26.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Jornalero o peón,1.0,400.0,238.0
40.0,40.0,2,Tupigachi,No hay dato,4.0,1.0,,,,1,23.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,0.0,420.0,238.0
40.0,40.0,2,Tupigachi,No hay dato,4.0,1.0,,,,2,22.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,1.0,235.0,238.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,38.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado de gobierno,20.0,1280.0,555.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,33.0,6.0,Casado(a),No,9.0,Ciencias,,,Empleado privado,10.0,940.0,555.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,2,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,555.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,1,5.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,555.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,34.0,,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado de gobierno,4.0,1760.0,686.6666666666666
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,27.0,6.0,Casado(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,686.6666666666666
,0.0,1,Sangolqui,No hay dato,0.0,,,,,1,3.0,6.0,,,,Sin dato,,,,,,686.6666666666666
50.0,50.0,1,Sangolqui,No hay dato,4.0,1.0,,,,2,51.0,6.0,Separado(a),No,4.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,150.0,206.66666666666666
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,24.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,,,Empleado privado,0.0,470.0,206.66666666666666
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,22.0,6.0,Soltero(a),No,5.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,206.66666666666666
70.0,70.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,40.0,6.0,Casado(a),No,9.0,Ciencias,,,Cuenta Propia,17.0,650.0,348.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,39.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,15.0,1090.0,348.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,348.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,1,4.0,6.0,,,,Sin dato,,,,,,348.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,2,3.0,6.0,,,,Sin dato,,,,,,348.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,37.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,7.0,2600.0,1300.0
50.0,50.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,36.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Empleado privado,2.0,2600.0,1300.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,2,9.0,6.0,,Si,5.0,Ciencias,No realizó ninguna gestión,,,,,1300.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,1,1.0,6.0,,,,Sin dato,,,,,,1300.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,39.0,6.0,Soltero(a),No,10.0,Educación,,,Patrono,18.0,1000.0,650.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,17.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,650.0
40.0,40.0,1,Sangolqui,No hay dato,4.0,1.0,,,,2,50.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,1.0,200.0,504.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,50.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Empleado privado,15.0,1200.0,504.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,23.0,6.0,Unión libre,No,7.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,3.0,1120.0,504.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,2,13.0,6.0,Soltero(a),Si,5.0,Servicios,No realizó ninguna gestión,,,,,504.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,26.0,6.0,Unión libre,No,8.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,504.0
12.0,12.0,1,Sangolqui,No hay dato,2.0,1.0,,,,2,37.0,6.0,Divorciado(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Cuenta Propia,5.0,400.0,293.5
,0.0,1,Sangolqui,No hay dato,0.0,,,,,2,14.0,6.0,Soltero(a),Si,5.0,Sin especificar,No realizó ninguna gestión,,,,,293.5
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,80.0,6.0,Soltero(a),No,6.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,100.0
50.0,50.0,1,Sangolqui,No hay dato,2.0,1.0,,,,1,62.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Cuenta Propia,34.0,800.0,550.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,55.0,6.0,Casado(a),No,9.0,Ciencias,No realizó ninguna gestión,,,,,550.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,49.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",,,Patrono,22.0,700.0,233.33333333333334
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,46.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,233.33333333333334
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,20.0,6.0,Soltero(a),Si,9.0,Humanidades y Artes,No realizó ninguna gestión,,,,,233.33333333333334
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,91.0,6.0,Casado(a),No,4.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,160.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,81.0,6.0,Casado(a),No,4.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,160.0
40.0,40.0,1,Sangolqui,No hay dato,2.0,1.0,,,,1,47.0,6.0,Soltero(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,16.0,480.0,160.0
25.0,25.0,1,Sangolqui,No hay dato,2.0,1.0,,,,1,39.0,6.0,Unión libre,No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,20.0,500.0,100.0
25.0,25.0,1,Sangolqui,No hay dato,5.0,1.0,,,,2,41.0,6.0,Unión libre,No,9.0,Ciencias,,,Trabajador del hogar no remunerado,5.0,,100.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,2,5.0,6.0,,Si,5.0,Ninguna,No realizó ninguna gestión,,,,,100.0
,0.0,1,Sangolqui,No hay dato,0.0,,,,,1,3.0,6.0,,,,Sin dato,,,,,,100.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,100.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,29.0,6.0,Soltero(a),No,7.0,"Cs. Sociales, Comercio y Derecho",,,Patrono,10.0,2430.0,2430.0
40.0,40.0,1,Sangolqui,No hay dato,4.0,1.0,,,,2,48.0,6.0,Casado(a),No,6.0,Agricultura y Veterinaria,,,Cuenta Propia,10.0,425.0,471.5
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,49.0,6.0,Casado(a),No,6.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,10.0,991.0,471.5
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,27.0,6.0,Soltero(a),Si,9.0,"Cs. Sociales, Comercio y Derecho",,,Empleado privado,3.0,470.0,471.5
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,22.0,6.0,Casado(a),Si,9.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,471.5
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,75.0,6.0,Casado(a),No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,1411.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,71.0,6.0,Casado(a),No,9.0,Ciencias,No realizó ninguna gestión,,,,,1411.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,94.0,6.0,Viudo(a),No,10.0,Humanidades y Artes,No realizó ninguna gestión,,,,,1200.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,54.0,6.0,Soltero(a),No,9.0,Ciencias,No realizó ninguna gestión,,,,,1200.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,69.0,6.0,Casado(a),No,9.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,2200.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,68.0,6.0,Casado(a),No,9.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,2200.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,66.0,6.0,Divorciado(a),No,6.0,Agricultura y Veterinaria,No realizó ninguna gestión,,,,,1100.0
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,1,60.0,6.0,Casado(a),No,9.0,Ciencias,,,Empleado de gobierno,25.0,1600.0,917.5
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,51.0,6.0,Casado(a),No,9.0,Ciencias,,,Empleado privado,20.0,880.0,917.5
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,25.0,6.0,Soltero(a),No,10.0,Educación,,,Empleado privado,0.0,1190.0,917.5
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,16.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,917.5
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,33.0,6.0,Soltero(a),No,4.0,Agricultura y Veterinaria,,,Empleado privado,4.0,620.0,292.6666666666667
28.0,28.0,1,Sangolqui,No hay dato,4.0,1.0,,,,2,18.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,,,Empleado privado,0.0,258.0,292.6666666666667
,0.0,1,Sangolqui,No hay dato,0.0,,,,,2,13.0,6.0,Soltero(a),Si,5.0,Salud y Bienestar,No realizó ninguna gestión,,,,,292.6666666666667
40.0,40.0,1,Sangolqui,No hay dato,1.0,1.0,,1.0,,2,50.0,6.0,Soltero(a),No,8.0,"Cs. Sociales, Comercio y Derecho",,,Empleado de gobierno,30.0,1100.0,275.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,30.0,6.0,Soltero(a),Si,8.0,"Cs. Sociales, Comercio y Derecho",No realizó ninguna gestión,,,,,275.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,1,17.0,6.0,Soltero(a),Si,7.0,Humanidades y Artes,No realizó ninguna gestión,,,,,275.0
,0.0,1,Sangolqui,No hay dato,9.0,,,,,2,85.0,6.0,Viudo(a),No,9.0,"Ingeniería, Industria y Construcción",No realizó ninguna gestión,,,,,275.0
